actor_0_alpha,actor_0_seed,actor_1_alpha,actor_1_seed,algorithm,n_eval_episodes,mean_reward,mean_KL
0.4,2,0.4,1,sac_continuous_action.py,10,3395.127789578066,0.12486939132213593
