env,algorithm,actor_i_alpha,actor_i_seed,checkpoint_i,actor_j_alpha,actor_j_seed,checkpoint_j,episode_idx,episode_q_meandiff
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,4,415.4325778961182
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,5,416.0789528503418
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,6,416.83628771972656
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,7,416.0165118408203
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,8,412.3734266357422
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,9,417.0284293823242
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,10,405.73853829956056
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,11,409.06467126464844
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,12,410.5998030090332
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,13,413.72219049072265
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,14,408.99655705261233
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,15,413.69707498168947
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,16,412.19110188293456
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,17,413.39235755920413
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,18,415.1206451416016
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,19,416.0886766967773
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,20,411.56444720458984
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,21,409.6428583984375
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,22,413.0394314880371
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,23,411.0445887145996
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,None,4,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-en6mll1d/files/files/Humanoid-v4__Humanoid-v4__4__1744212917_step4950000.pth,24,413.31709814453126
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,0,412.4454966125488
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,1,411.98188650512697
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,2,411.47207234191893
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,3,364.6378978146447
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,4,339.1855366289062
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,5,396.3978008575439
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,6,409.1513403930664
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,7,418.10324720764163
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,8,407.2957574768066
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,9,407.56401148986816
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,10,405.53584719848635
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,11,408.1603706970215
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,12,404.61612312316896
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,13,411.245516784668
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,14,409.20546545410156
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,15,402.15551512146
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,16,400.30303506469727
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,17,420.966125579834
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,18,396.24152782015017
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,19,397.5548100280762
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,20,398.36336759948733
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,21,413.4541996612549
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,22,400.2409356174853
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,23,394.2205076751709
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,24,418.42490167236326
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,0,352.6014601287842
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,1,356.3037405700684
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,2,355.75930949401857
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,3,345.8824632873535
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,4,351.19849713134766
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,5,255.41965370178224
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,6,353.2433682098389
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,7,358.7928946838379
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,8,352.9577362060547
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,9,344.533573348999
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,10,351.1210951385498
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,11,359.09487322998046
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,12,352.51690913391116
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,13,348.3382597503662
