env,algorithm,actor_i_alpha,actor_i_seed,checkpoint_i,actor_j_alpha,actor_j_seed,checkpoint_j,episode_idx,episode_reward,episode_kl,episode_q_infnorm,episode_jacobian_diff,episode_q_meandiff
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,20,6060.164639737969,2.8848017543554305,528.9456176757812,8529.310482910156,471.02171905517577
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,21,6077.109588581749,2.909659290909767,530.5845336914062,8609.03250439453,470.0668427734375
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,22,6139.456341163486,2.902139096140861,538.0206298828125,8672.633849121094,469.17007229614256
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,23,6046.129753837084,2.8996041771173475,527.1126098632812,8485.24446484375,446.7586239041551
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,3,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250409_113519-uqyghijz/files/files/Humanoid-v4__Humanoid-v4__3__1744212917_step4950000.pth,24,6005.727388405883,2.884545361042022,527.4571533203125,8494.846584472656,469.59237350463866
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,0,6115.328830433903,2.43267670083046,710.0313110351562,9600.514095214843,519.75437550354
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,1,6000.194680701858,2.5006721135377883,648.5509643554688,9695.02459765625,507.4073322601319
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,2,5960.969677084841,2.5153199704885485,679.0208740234375,9545.878637207032,507.6556679229736
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,3,5971.892744696694,2.526349118590355,659.441162109375,9605.279454589843,510.9664113616943
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,4,6041.56864111414,2.483253455400467,644.2396240234375,9842.730895507812,510.35638581848144
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,5,6080.463160333101,2.44978633081913,665.5423583984375,9993.970600585935,514.8204048309326
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,6,6041.504879783085,2.49387106859684,647.7999877929688,9669.807370117189,514.742117263794
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,7,6121.125001270357,2.4548886723518373,633.6110229492188,9796.286979492188,520.4524022369385
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,8,6001.168699013616,2.483536721467972,675.1629028320312,9516.81283984375,500.657937713623
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,9,6052.8557014989065,2.4894105896949767,651.9550170898438,9980.23558154297,516.349242553711
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,10,6023.880599834146,2.496836187839508,634.1851806640625,9602.254822265624,515.0094042358398
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,11,6049.381291882672,2.466130061268806,667.7249755859375,9719.141594726563,503.8283148956299
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,12,3149.500087169021,2.497389187973537,662.837646484375,9674.987568359376,508.3330853271484
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,13,6112.580233111005,2.450979275226593,656.943359375,9622.1649453125,517.3339498748779
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,14,6124.209367521845,2.46098408639431,659.7213134765625,9741.83757421875,500.96859010314944
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,15,6113.57157673899,2.4271602653265,669.1320190429688,9968.991665039062,507.615024597168
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,16,5984.357090445814,2.4915695264339446,632.9925537109375,9603.119665527343,503.2500900230408
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,17,6101.923847498752,2.4564892934560776,664.3314819335938,9711.90878173828,508.89226329040525
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,18,6087.432027927177,2.4236780310869217,653.3968505859375,9912.634063476562,475.3441196766492
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,19,6027.672457820759,2.480099315404892,656.5913696289062,9671.407019042968,505.4271983947754
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,20,6133.670388516661,2.4277263075113296,632.7866821289062,9525.086635742187,500.9525336151123
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,21,6095.931779446805,2.4623712862730027,654.4981689453125,9857.245466796874,517.3556082763672
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,22,6045.146530260054,2.4855040773153303,642.567626953125,9545.230766113282,514.4971784667969
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,23,6038.509479269692,2.460368469953537,615.2576904296875,9678.692345703124,502.32931443786623
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,2,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-5gt5puhm/files/files/Humanoid-v4__Humanoid-v4__2__1744137584_step4950000.pth,24,5953.857432247659,2.494790072321892,668.6229858398438,9723.988688476562,475.101055942598
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,1,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-xgcfw9ab/files/files/Humanoid-v4__Humanoid-v4__1__1744137584_step4950000.pth,0,6138.905624704909,2.1179164593815805,607.4327392578125,9609.5933671875,484.5294826049805
Humanoid-v4,code/cleanrl/cleanrl/td3_continuous_action.py,None,5,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250410_094328-i37l1dpa/files/files/Humanoid-v4__Humanoid-v4__5__1744292606_step4950000.pth,None,1,/scratch/gpfs/od2961/similarity-paper/similar-behavior/wandb/offline-run-20250408_143946-xgcfw9ab/files/files/Humanoid-v4__Humanoid-v4__1__1744137584_step4950000.pth,1,6057.866939536709,2.120579848289489,614.0394897460938,9453.698149307917,489.2491724243164
